Date,Carbohydrates,Fiber,Protein,Fat,Item Description,Unit Price
20/3/2023,180,0,20,20,BESBITE POP-POP ICE TUBE 750ML, RM1.70 
20/3/2023,720,0,10,230,SCH JEJARI UBI KAYU MASIN 1KG, RM8.50 
20/3/2023,1170,0,0,480,SCH UBI SAMBAL 600G, RM8.00 
20/3/2023,1134,0,163.8,688.8,SUKAS BBQ TUBE 300G, RM4.90 
22/3/2023,526.02,0,47.52,5.28,3D BURSTING BALL FRIED EGGS 30PCS, RM9.00 
22/3/2023,2000,0,175,150,ALIBABA DIDI JELLY 500G, RM5.40 
22/3/2023,59.36,0,0,0,ALIBABA FRUIT PLATE 40PCS, RM11.80 
22/3/2023,181,0,18.5,11.25,MOTOKAR SERBUK KUNYIT 250G, RM3.20 
23/3/2023,140,0,80,165,FRITTOS MURUKU BINTANG 500G, RM3.60 
23/3/2023,140,0,80,165,FRITTOS MURUKU IKAN 500G, RM3.60 
23/3/2023,140,0,80,165,FRITTOS MURUKU IKAN SWEET&SPICY 500G, RM3.80 
29/3/2023,3445,0,590,60,CAP BUNGA KERTAS KENTUCKY T/G SERBAGUNA ORI 1KG, RM5.50 
29/3/2023,2157,0,321,0,CAP BUNGA KERTAS KENTUCKY T/G SERBAGUNA PEDAS 1KG, RM5.50 
29/3/2023,247.5,0,120,127.5,CAP O SERBUK KARI MASAK MERAH 250G, RM4.30 
29/3/2023,110,0,35,27.5,"CAP O SERBUK KARI UDANG,KETAM&IKAN KERING 250G", RM4.30 
29/3/2023,173.25,0,26.75,19.25,CAP O SERBUK PERENCAH SUP 250G, RM5.10 
29/3/2023,660.45,51,25.5,10.2,SOHO BREAD CRUMB (ORANGE) 850G+-, RM6.90 
29/3/2023,51.9,0,19.2,9.8,SOHO NACHO CHEESE POWDER ORIGINAL 100G, RM5.60 
29/3/2023,467.1,0,172.8,88.2,SOHO NACHO CHEESE POWDER ORIGINAL 300G, RM14.30 
29/3/2023,94.32,54,1073.76,892.56,SOHO ROMANO CHEESE POWDER HOT&SPICY 300G, RM14.30 
30/3/2023,903,0,30,150,MARIGOLD K&T SWEET CREAMER 500G, RM2.92 
30/3/2023,1377.72,0,294.12,15.48,KIMBALL PATI TOMATO 430G, RM4.30 
30/3/2023,4.25,0,53.55,49.725,AYAM BRAND MACKEREL 425G, RM8.25 
30/3/2023,13.6,0,122.4,68,CINTA SARDIN 425G, RM4.70 
30/3/2023,11.2,0,8.8,82.4,AYAM BRAND COCONUT MILK 1LIT, RM9.05 
30/3/2023,144,0,96,99,DUTCH LADY FULL CREAM 1LIT, RM5.57 
30/3/2023,101.7,0,2.825,5.085,FERRY BRAND KING LONGAN 565G, RM6.00 
30/3/2023,407.5,0,37.5,4.5,GAJAH TEPUNG BERAS 500G, RM1.75 
30/3/2023,84.24,0,29.64,65.52,MARIGOLD KRIMER SEJAT 390G, RM3.06 
30/3/2023,750,0,75,0,MUDIM KICAP ISTIMEWA 2.5KG, RM11.33 
30/3/2023,875,0,100,0,MUDIM SOS CILI PEDAS 2.5KG, RM11.33 
30/3/2023,248,0,8,0,PEACE LYCHEE KING 565G, RM6.50 
30/3/2023,57.3,0,5.1,3.6,PREGO TRADISI 350G, RM6.32 
31/3/2023,999,0,0,0,GULA PRAI 1KG, RM66.50 
5/4/2023,15440,0,1420,580,JATI BERAS JELAPANG 10KG, RM28.81 
8/4/2023,18.8,0,6.3,3.8,DUTCH LADY BANANA 200ML, RM31.92 
8/4/2023,18.8,0,6.3,3.8,DUTCH LADY BANANA 200ML, RM7.98 
8/4/2023,22.8,0,10.4,4.8,DUTCH LADY LOW FAT 200ML, RM1.33 
8/4/2023,25.65,0,11.7,5.4,DUTCH LADY LOW FAT 450ML, RM3.73 
13/4/2023,72.25,17,15.3,1.7,YEO'S BAKED BEANS 425G, RM3.87 
14/4/2023,39.5,0,1.5,0,POWER ROOT 250ML, RM53.08 
14/4/2023,84,0,0,0,YEO'S CHRYSANTHEMUM TEA 250ML (KOTAK), RM0.75 
17/4/2023,263.01,0,23.76,2.64,3D BURSTING BALL FRIED EGGS 30PCS, RM9.00 
17/4/2023,75,57.6,24.75,31.5,BABA'S KARI DAGING PEDAS 25G, RM0.83 
17/4/2023,18.275,4.4,1.575,0.675,BABA'S SERBUK KUNYIT (TURMERIC) 25G, RM0.80 
17/4/2023,312,0,24,144,HELLO PANDA CHOC 43G, RM2.30 
17/4/2023,390,0,30,180,HELLO PANDA STRAWBERRY 43G, RM2.30 
17/4/2023,26.4,0,4.4,13.2,MEIJI YAN YAN VANILLA 44G, RM2.60 
18/4/2023,134.75,0,13.75,93.5,MORE CHOCO CUBES 55G, RM1.70 
18/4/2023,539,0,55,374,MORE MALTED CUBES 55G, RM1.70 
18/4/2023,539,0,55,374,MORE ROSE BANDUNG CUBES 55G, RM1.70 
18/4/2023,93,0,0,0,SUMMER FRESH COLA 10PCS, RM3.13 
18/4/2023,93,0,0,0,SUMMER FRESH LYCHEE 10PCS, RM3.13 
18/4/2023,279,0,0,0,SUMMER FRESH SARSI 10PCS, RM3.13 
18/4/2023,186,0,0,0,SUMMER FRESH YES! I/C POP B'CURRANT 5PCS, RM1.90 
18/4/2023,93,0,0,0,SUMMER FRESH YES! I/C POP TROPICANA 5PCS, RM1.90 
19/4/2023,2100,0,57.5,0,JOMEI MARSHMALLOW 500G, RM7.00 
19/4/2023,504,0,0,36,RICO AUTO-MAN PUDDING 24PCS, RM3.65 
19/4/2023,675,0,3,27,RICO GRAPE PUDDING 24PCS, RM3.65 
19/4/2023,8000,0,0,0,RICO JELLY CUP 100PCS, RM5.43 
19/4/2023,648,0,0,0,RICO UMBRELLA PUDDING 24PCS, RM4.00 
19/4/2023,1602,0,40,8,SSYP XIANG XI MEI TIAO 2KG, RM29.50 
29/4/2023,444,0,728,408,AYAM DINDINGS CRISPY CHICKEN FINGER 400G, RM9.50 
29/4/2023,81,0,204,310.5,AYAMADU SOSEJ DAGING LEMBU 300G, RM6.10 
29/4/2023,408,0,288,360,RAFFIE MINI CHICKEN BITES 400G, RM8.00 
2/5/2023,680.4,0,22.68,0,BINGO KING LYCHEES 567G (OBH), RM4.42 
2/5/2023,384,0,768,768,BINGO SARDINE 400G, RM3.00 
2/5/2023,220.35,0,4.52,0,OBH AAA LYCHEE 565G, RM3.50 
2/5/2023,888,42,84,460.2,ROUNDIES CHOCO 250G, RM4.73 
2/5/2023,33,0,30,45,SEA SNACK CRISPY BBQ 120GSEA SNACK CRISPY BBQ 120G, RM2.60 
6/5/2023,27.5,0,0,0,REX APPLE DRINK 250ML, RM15.84 
8/5/2023,280,10,43,160,7DAYS VANILLA CROISSANT 60GM, RM1.39 
8/5/2023,5400.576,258.048,470.016,2340.864,APOLLO CHOCO CAKE A3020 24PCS, RM6.90 
8/5/2023,240,0,10,0,TEN2 MARSHMALLOWS FLOWER VANIILA 1KG, RM22.80 
8/5/2023,720,0,48,192,WINGO CHOCOLATE BISCUIT 200G, RM4.84 
9/5/2023,10.3,0,1.2,4.8,KITKAT 35G 4F, RM2.42 
10/5/2023,76,0,0,0,JAYER PUDDING JELLY+POP CANDY 20GX10PCS, RM6.25 
10/5/2023,1190.4,0,0,0,JAYER RAINBOW PUDDING JELLY 32PCS, RM16.64 
10/5/2023,345.6,0,0,0,JAYER RAINBOW PUDDING JELLY 32PCS, RM0.52 
12/5/2023,40320,0,3888,11088,FRONTIER TOPFER W/STICK CHOCO 40PCS, RM4.40 
12/5/2023,40320,0,3888,11088,FRONTIER TOPFER W/STICK VANILA 40PCS, RM4.40 
12/5/2023,48,0,16,41.6,JOMEI BISKUT OK GO MELON 210G, RM4.20 
12/5/2023,420,0,11.5,0,JOMEI MARSHMALLOW 500G, RM7.00 
12/5/2023,1600,0,0,0,RICO JELLY CUP 100PCS, RM5.43 
12/5/2023,75,0,0,12.5,RICO MIX FRUIT JELLY 250G, RM0.83 
12/5/2023,217.6,0,0,9.6,RICO PINEAPPLE PUDDING 24PCS, RM3.65 
15/5/2023,53.55,0,2.975,7.65,KIMBALL SUP TOMATO 425G, RM3.34 
15/5/2023,38.27,0,8.17,0.43,KIMBALL PATI TOMATO 430G, RM4.30 
15/5/2023,43.26,0,4.83,30.87,ADABI PERENCAH ASAM PEDAS 70G, RM1.50 
15/5/2023,84.72,20.4,9.36,31.44,ADABI PERENCAH MEE GORENG 60G,RM1.95
15/5/2023,827.5,146.25,97.5,55,ADABI SERBUK KUNYIT 250G,RM5.50
15/5/2023,69.84,4.56,6.72,39.36,DOUBLE DECKER PRAWN FAMILY PACK 8PCS, RM2.55 
15/5/2023,88,0,8,24,HUP SENG TEDDY BISCUITS 120G, RM2.50 
16/5/2023,356.16,0,0,0,ALIBABA FRUIT PLATE 40PCS, RM11.80 
16/5/2023,128,0,0,0,ALIBABA JELLY DRINK 90MLX20PCS, RM7.10 
16/5/2023,940.8,0,48,0,ALIBABA VIVI JELLY NATA M+L 24PCS, RM7.10 
16/5/2023,440,10,20,100,BIKA CHICKEN CRACKER 1KG, RM13.80 
16/5/2023,560,0,0,0,BIRDIE EGG BUBBLE GUM 30PCS, RM8.80 
16/5/2023,33,0,0,0,GIANT JUICY ROLLER SYRUP CANDY 30PCS, RM9.00 
16/5/2023,97.2,0,0,0,JERY~Q JELLY NATA DRINK 12PCS, RM8.20 
16/5/2023,240,0,0,0,KHY RAINBOW GUM W SOUR POWDER 50PCS, RM3.40 
16/5/2023,74.9,0,8.96,48.86,MISTER POTATO BBQ 75G, RM2.32 
16/5/2023,251.24,20.24,25.08,121,MISTER POTATO SYOK WAVE SEAFOOD 20PCS (NEW), RM14.20 
16/5/2023,426.66,0,50.7,251.94,MISTER POTATO SYOK WAVE SEAFOOD 65G, RM2.30 
16/5/2023,106.665,0,12.675,62.985,MISTER POTATO SYOK WAVE SEAFOOD 65G, RM2.30 
16/5/2023,100,0,0,0,MIXX KONJAC JELLY 40PCS, RM12.00 
16/5/2023,120,0,60,60,MOTOKAR SERBUK JINTAN MANIS 100G, RM1.40 
16/5/2023,336,15,52.2,57.6,MOTOKAR SERBUK LADA PUTIH 100G, RM6.70 
16/5/2023,28,1.25,4.35,4.8,MOTOKAR SERBUK LADA PUTIH 55G, RM5.20 
16/5/2023,453.6,0,58.8,210,ORIENTAL SUPER RING 30PCS, RM8.80 
16/5/2023,35,0,0,0,SUPER KONJAC JELLY 40PCS, RM12.00 
16/5/2023,1281,0,102,387,TOKI TOMATO CORN STICK 30PCS, RM7.30 
16/5/2023,907.2,0,90.72,387.36,TWISTIES BBQ 24PCS, RM7.50 
16/5/2023,34.8,0,3.6,18.8,TWISTIES BIG CHEESE 65G, RM1.50 
16/5/2023,32.4,0,2.7,8.55,VAN HOUTEN COCOA POWDER 100G, RM7.14 
16/5/2023,234,0,0,0,V-KA PIZZA GUMMY BURGER MONSTER 30+2PCS, RM8.50 
17/5/2023,186,0,0,0,SUMMER FRESH COLA BLUE 10PCS, RM3.13 
17/5/2023,93,0,0,0,SUMMER FRESH LIBINA 10PCS, RM3.13 
17/5/2023,93,0,0,0,SUMMER FRESH SARSI 10PCS, RM3.13 
17/5/2023,93,0,0,0,SUMMER FRESH STRAW 10PCS, RM3.13 
17/5/2023,26,1,6,3.5,YEO'S SOY BEAN MILK 300ML (TIN), RM1.15 
17/5/2023,35,0,1,1.3,YEO'S YEOGURT G/APPLE 250ML, RM1.39 
18/5/2023,800,0,0,0,RICO JELLY CUP 100PCS, RM5.43 
18/5/2023,435.2,0,0,19.2,RICO MANGO PUDDING 24PCS, RM3.65 
18/5/2023,75,0,0,12.5,RICO MIX FRUIT JELLY 250G, RM0.83 
18/5/2023,240,0,0,0,RICO NATA DE COCO GRAPE 1500G, RM4.90 
18/5/2023,217.6,0,0,9.6,RICO ORANGE PUDDING 24PCS, RM3.65 
18/5/2023,217.6,0,0,9.6,RICO STRAW PUDDING 24PCS, RM3.65 
18/5/2023,216,0,0,0,RICO UMBRELLA PUDDING 24PCS, RM4.00 
19/5/2023,140.25,0,0.75,0,BESBITE/HOGOMAS POP-POP ICE TUBE 750ML, RM1.70 
19/5/2023,270,0,42.885,120.24,CJH KOKI MAZOLA 450G, RM10.50 
19/5/2023,420.8,0,45.6,292,CJH KUIH LOYANG 200GM, RM10.50 
19/5/2023,640,0,80,275,D-JACK ANGRY BITE CHEESE 1KG, RM9.65 
19/5/2023,96.6,0,9.8,28,NABATI RICHOCO 7GX20PCS, RM3.40 
19/5/2023,27.5,0,0,0,REX APPLE DRINK 250ML, RM15.84 
19/5/2023,210,0,70,420,SCH KACANG BALI 700G, RM8.51 
19/5/2023,371,0,126,161,SCH KACANG IKAN 700G, RM7.56 
19/5/2023,106,0,36,46,SCH KACANG KOKO 200G, RM2.47 
19/5/2023,231,0,161,287,SCH KACANG SANTONG 700G, RM10.29 
19/5/2023,66,0,46,82,SCH KACANG SANTONG KARI 700G, RM10.61 
19/5/2023,294,0,145.6,225.4,SCH KACANG SEPAT ISI 700G, RM7.56 
19/5/2023,294,0,145.6,225.4,SCH KACANG SEPAT KULIT 700G, RM7.56 
19/5/2023,120.6,0,27,40.4,SCH KACANG SOYA KARI 200G, RM2.47 
19/5/2023,422.1,0,94.5,141.4,SCH KACANG SOYA KARI 700G, RM8.51 
19/5/2023,1000,140,260,620,SCH MURUKU MEE 1KG, RM8.20 
19/5/2023,432,0,6,126,SCH UBI KEPING PEDAS 600G, RM5.55 
19/5/2023,195,0,0,80,SCH UBI SAMBAL 300G, RM4.60 
19/5/2023,1808.4,0,821.7,44.55,SUKAS KARI CHIPS 550G, RM9.20 
22/5/2023,4.2,0,0.6,0,ORIGINA VITAMIN 1000MG ORANGE 200ML, RM2.78 
22/5/2023,7720,0,710,290,JATI BERAS JELAPANG 10KG, RM28.81 
22/5/2023,3860,0,355,145,JATI BERAS JELAPANG 5KG, RM14.70 
23/5/2023,2000,0,75,0,CARTOON MARSMALLOW 30PCS, RM8.20 
23/5/2023,760,0,40,280,CHOCO BALL EARTH / GOLD / MIX COLOUR 100PCS, RM7.00 
23/5/2023,2400,0,0,0,FRESH FRUIT JELLY 20PCS, RM6.00 
23/5/2023,180,0,0,0,WESLSY FRUIT PULP JUICE 10PCS, RM3.10 
24/5/2023,8.5,0,59.5,19.975,KING CUP SARDINES 425G, RM7.45 
24/5/2023,474.4,0,35.2,12.8,SAJIKU KUAH ROJAK ASLI 200G, RM2.50 
29/5/2023,2132.82,0,23.12,5.78,KIMBALL SOS CILI 340G, RM2.67 
29/5/2023,553.5,0,6,1.5,KIMBALL SOS CILI 500G, RM3.51 
29/5/2023,165.5,29.25,19.5,11,ADABI SERBUK KUNYIT 250G,RM5.50
29/5/2023,1288.77,0,71.4,0,KIMBALL SOS TIRAM 255G, RM3.28 
1/6/2023,900,0,0,0,ALIBABA FRUIT JELLY 100PCS, RM5.04 
1/6/2023,127.89,0,0.686,0,ALIBABA FRUIT JELLY 245GM, RM0.75 
1/6/2023,900,0,0,0,ALIBABA FRUIT PUDDING 100PCS, RM5.04 
1/6/2023,417,0,85.1,134,ALIBABA MELON SEEDS CHOC 1000G, RM17.70 
1/6/2023,864.8,0,0,0,EYE GUMMY LIGHT LOLLIPOP 60PCS, RM17.60 
1/6/2023,31.724,0,0,0,KONNYAKU MIXED FRUIT KONJAC JELLY 12PCS, RM3.20 
1/6/2023,100,0,0,0,MIXX KONJAC JELLY 40PCS, RM12.00 
1/6/2023,1358.72,0,119.68,0,SQUID GAME SOFT CANDY 40PCS, RM12.00 
3/6/2023,38.11,2.146,7.178,24.79,CADBURY DAIRY MILK HAZELNUT 37G, RM2.41 
3/6/2023,240,8,24,92,KOKO TUBE SOFT CHOC 80PCS, RM7.20 
3/6/2023,94.432,4.086,6.356,27.694,OREO SMALL CRUSHED COOKIES PIECES 454G, RM9.46 
3/6/2023,231,0,161,287,SCH KACANG SANTONG 700G, RM10.29 
3/6/2023,120.6,0,27,40.4,SCH KACANG SOYA KARI 200G, RM2.47 
3/6/2023,1500,210,390,930,SCH MURUKU MEE 1KG, RM8.20 
3/6/2023,104.25,0,32.75,50.75,SCH MURUKU SIVEL 250G, RM2.70 
3/6/2023,195,0,0,80,SCH UBI SAMBAL 300G, RM4.60 
3/6/2023,381,0,178,13,SUKAS CHEESE FRIES 1KG, RM13.00 
3/6/2023,137,0,62.25,3.375,SUKAS K/DHALL 250G, RM4.90 
3/6/2023,666,0,99,38.7,SUKAS POP CORN 900G, RM11.20 
3/6/2023,54,0,4.5,14.25,TIGER BISKUAT SUSU 75G, RM0.97 
7/6/2023,27.5,0,0,0,REX APPLE DRINK 250ML, RM0.66 
7/6/2023,86.7,0,0.3,0,REX REXBERRY DRINK 250ML, RM0.66 
7/6/2023,46.5,0,0,0,SUMMER FRESH YES! I/C POP B'CURRANT 5PCS, RM1.90 
9/6/2023,261.9,17.1,25.2,147.6,DOUBLE DECKER MINI CHIC 30PCS, RM8.70 
9/6/2023,1080,60,270,990,PICK GREEN PEA SNACK 30PCS, RM4.60 
9/6/2023,36,0,0,0,RICO JELLY DRINK 6PCSX75GM, RM1.87 
9/6/2023,217.6,0,0,9.6,RICO MANGO PUDDING 24PCS, RM3.65 
9/6/2023,75,0,0,12.5,RICO MIX FRUIT JELLY 250G, RM0.83 
9/6/2023,800,0,0,0,RICO PUDDING CUP 100PCS, RM5.47 
9/6/2023,36,0,0,0,RICO PUDDING CUP 6PCSX75GM, RM1.87 
9/6/2023,347.9,22.54,16.17,99.96,WIN2 MAGIC CRUNCH STRAW 70G, RM1.05 
12/6/2023,32,0,24,4,ALIBABA DIDI CLUD STICK 10PCS, RM1.42 
12/6/2023,940.8,0,48,0,ALIBABA VIVI JELLY NATA 12PCS, RM3.75 
12/6/2023,101.4,5.1,5.1,0,DOLPHIN MIX FRUIT NATA PUDDING 85GX6PCS, RM4.15 
12/6/2023,450,30,0,0,DOLPHIN NATA DE COCO KIWI 1.5KG, RM6.10 
13/6/2023,2188.8,0,241.2,72,5PCS EYE GUMMY STICK 20PCS, RM20.00 
13/6/2023,648.6,0,0,0,EYE GUMMY LIGHT LOLLIPOP 60PCS, RM17.60 
13/6/2023,11040,0,0,0,H&H RULER WATERMELON B.GUM 30PCS, RM8.80 
13/6/2023,2594.4,0,0,0,ICE CREAM LOLLIPOP 30PCS, RM9.00 
13/6/2023,22,0,0,0,KHY BIG CRYSTAL LOLLIPOP, RM1.30 
13/6/2023,19.8,0,2.7,8.1,LOVELY COTTON CANDY 90G+-, RM1.70 
13/6/2023,216.2,0,0,0,PANS EGG LOLLIPOP 30PCS, RM8.80 
13/6/2023,4680,0,0,540,PRINCESS POPPING CANDY 60PCS, RM16.40 
13/6/2023,800,0,0,0,RICO JELLY CUP 100PCS, RM5.43 
13/6/2023,240,0,0,0,RICO NATA DE COCO LYCHEE 1500G, RM4.90 
13/6/2023,4410,0,420,0,TONGUE GUMMY 30PCS, RM8.80 
13/6/2023,946.8,0,897.6,0,TREMBLING KING HAMBURGER 20PCS, RM20.00 
13/6/2023,880,0,0,0,UNICORNS LOLLIPOP LIGHT STICK 30PCS, RM8.80 
13/6/2023,936,0,0,0,WAKAKA GUMMY 60PCS, RM17.60 
13/6/2023,4680,0,0,0,WATERMELON BOOM BUBBLE GUM 30PCS, RM8.80 
15/6/2023,13.25,0,3.75,2.5,F&N SEASONS SOYA 250ML, RM20.88 
15/6/2023,960,0,40,0,TEAPOT EXTRA KRIMER MANIS 500G, RM2.97 
19/6/2023,270,0,42.885,120.24,CJH KOKI KOKO CHIPS 450G, RM10.50 
19/6/2023,170,0,5,0,PANDA KERUPUK SINGKONG PEDAS 500G, RM3.15 
19/6/2023,60,0,20,120,SCH KACANG BALI 200G, RM2.78 
20/6/2023,93.44,0,19.52,0,KHY BIG SOUR FRUIT POWDER 20PCS+2PCS, RM6.10 
20/6/2023,60,1,8,10,KHY TAMAGO (II) / EGGO HERO, RM0.75 
20/6/2023,900,0,0,0,STRAWBERRY LOLLIPOP 30PCS, RM8.80 
20/6/2023,35,0,0,0,SUPER KONJAC JELLY 40PCS, RM12.00 
20/6/2023,353.1,0,99,62.7,VITAMILK D/CHOCO SHAKE 300ML, RM1.84 
21/6/2023,1280,0,0,0,HSH LOLLIPOP 40PCS, RM6.70 
21/6/2023,907.2,0,90.72,387.36,TWISTIES BBQ 24PCS, RM7.50 
21/6/2023,63,0,6.3,26.9,TWISTIES BBQ 65G, RM1.50 
21/6/2023,69.6,0,7.2,37.6,TWISTIES BIG CHEESE 65G, RM1.50 
22/6/2023,1602,0,40,8,SSYP HEI PU TAO LI 2KG, RM18.90 
22/6/2023,8010,0,200,40,SSYP HONG MEI LI 500G, RM6.45 
22/6/2023,48060,0,1200,240,SSYP MEI GUI MEI TIAO 500G, RM7.40 
23/6/2023,56.823,0,7.626,20.181,MAGGI PEDAS GILER AYAM BAKAR 93G (BOWL), RM3.63 
23/6/2023,24,1.2,4.8,3.6,MILO ORI 240ML (TIN), RM2.45 
23/6/2023,17.8,0,3.8,1.4,NESCAFE LATTE 240ML (TIN), RM2.45 
23/6/2023,120,0,9.5,18,NESCAFE TARIK 240ML (TIN), RM2.45 
25/6/2023,468.72,0,28.08,211.68,ALIBABA COLORFUL COIN CHOC 300PCS,RM14.80
25/6/2023,96,0,72,12,ALIBABA DIDI CLUD STICK 10PCS, RM1.42 
25/6/2023,19.2,0,0,0,ALIBABA NATA DRINK 12PCS, RM4.70 
25/6/2023,470.4,0,24,0,ALIBABA VIVI JELLY NATA 12PCS, RM3.75 
26/6/2023,451.8,0,0,0,ALIBABA DRINK POP CANDY 60PCS (BOTOL), RM17.60 
26/6/2023,378,31.5,0,0,DOLPHIN KONJAC JELLY PEACH 15PCS, RM4.40 
26/6/2023,51.2,10.24,0,0,DOLPHIN MIXED FRUIT JELLY W/NATA DE COCO 256G, RM1.50 
26/6/2023,22,4.5,0,0,DOLPHIN YOGO SNAPZ FRUITS PUDDING STICK 45MLX8PCS, RM2.40 
26/6/2023,14,0,0,0,HAUS BOOM CHEERS KING COLA 325ML, RM1.05 
26/6/2023,14,0,0,0,HAUS BOOM CHEERS ORANGE 325ML, RM1.05 
26/6/2023,1320,0,0,0,V-KA FRUIT CANDY LIME / GRAPE MINT FLAVOR 24PCS, RM7.10 
27/6/2023,100,0,0,0,MIXX KONJAC JELLY 40PCS, RM12.00 
28/6/2023,59.78,39.62,24.78,33.32,BABA'S FENNEL POWDER (JINTAN MANIS) 20G, RM0.85 
28/6/2023,133.75,99.25,40.75,44.25,BABA'S SERBUK KARI IKAN 125G, RM2.50 
28/6/2023,182.75,44,15.75,6.75,BABA'S SERBUK KUNYIT (TURMERIC) 250G, RM4.30 
28/6/2023,6400,0,0,0,HSH LOLLIPOP 40PCS, RM6.70 
28/6/2023,200,0,0,0,MENTOS MINI FRUIT MIX 100PCS, RM20.50 
28/6/2023,67.25,6.875,7.875,35.125,MR POTATO CRISPS BBQ 125G, RM3.55 
28/6/2023,510,30,90,270,SNEK-KU TAM TAM 30PCS, RM9.20 
30/6/2023,48.24,43.2,20.016,13.968,"ADABI SERBUK KARI UDANG,KETAM & IKAN KERING 24G",RM1.06
30/6/2023,223.74,0,0,0,ALISHAN PINEAPPLE CUBES 565G, RM5.25 
3/7/2023,392,14,60.2,224,7DAYS VANILLA CROISSANT 60GM, RM1.39 
3/7/2023,168,6,25.8,96,7DAYS BUTTER CROISSANT 60GM, RM1.39 
3/7/2023,224,8,34.4,128,7DAYS STRAWBERRY CROISSANT 60GM, RM1.39 
3/7/2023,66,0,4.8,30.4,PREGO CHEESY ALFREDO 350G, RM6.32 
3/7/2023,75.8,3.6,11.6,1.2,PREGO BUDDIES ANIMAL PASTA 200G, RM2.28 
3/7/2023,75.8,3.6,11.6,1.2,PREGO BUDDIES OCEAN PASTA 200G, RM2.28 
3/7/2023,83.6,0,0,0,ALL JOY SUNSHINE PUDDING JELLY STICK 10PCS, RM1.25 
3/7/2023,210.4,0,22.8,146,CJH KUIH LOYANG 200GM, RM10.50 
3/7/2023,625.56,0,21.84,74.88,JOMEI JAYA CHEWY 30PCS, RM7.80 
3/7/2023,420,0,11.5,0,JOMEI MARSHMALLOW 500G, RM7.00 
3/7/2023,413.5,0,12,43,JOMEI STONE CANDY 500G, RM6.00 
3/7/2023,1664,0,0,0,NUTRIFRES LYCHEE 1LIT, RM8.55 
3/7/2023,832,0,0,0,NUTRIFRES PINK GUAVA 1LIT, RM8.55 
3/7/2023,215.73,0,19.71,0,QEQE SUSHI GUMMY CANDY 30PCS, RM7.80 
3/7/2023,326.4,0,0,14.4,RICO ASSORTED PUDDING 24PCS, RM3.65 
3/7/2023,168,0,0,12,RICO AUTO-MAN PUDDING 24PCS, RM3.65 
3/7/2023,2400,0,0,0,RICO JELLY CUP 100PCS, RM5.43 
3/7/2023,435.2,0,0,19.2,RICO MANGO PUDDING 24PCS, RM3.65 
3/7/2023,800,0,0,0,RICO PUDDING CUP 100PCS, RM5.47 
3/7/2023,336,0,0,24,RICO PUDDING POPPEN 24PCS, RM4.03 
3/7/2023,217.6,0,0,9.6,RICO STRAW PUDDING 24PCS, RM3.65 
3/7/2023,648,0,0,0,RICO UMBRELLA PUDDING 24PCS, RM4.03 
3/7/2023,422.1,0,94.5,141.4,SCH KACANG SOYA 700G, RM8.51 
3/7/2023,104.25,0,32.75,50.75,SCH MURUKU SIVEL 250G, RM2.70 
3/7/2023,666,0,99,38.7,SUKAS POP CORN 900G, RM11.20 
4/7/2023,240.975,12.495,23.562,63.189,CREAM-O COOKIES DARK CHOCOLATE 119G, RM2.26 
4/7/2023,431.97,24.99,41.412,196.35,CREAM-O COOKIES ORI 119G, RM2.26 
4/7/2023,235.2,0,32.16,181.92,JnJ POTATO CHIPS CILI SALSA 60G, RM2.13 
4/7/2023,93.44,0,19.52,0,KHY SOUR FRUIT POWDER 30+3PCS, RM4.90 
4/7/2023,60,1,8,10,KHY TAMAGO (II) / EGGO HERO, RM0.75 
4/7/2023,438,12,48,96,MUNCHY'S MARIE CAPPUCCINO 300G, RM4.11 
4/7/2023,219,6,24,48,MUNCHY'S MARIE ORI 300G, RM4.11 
4/7/2023,55,15,5,17.5,NIPS PEANUT&RAISIN CHOC 70G, RM2.13 
4/7/2023,120,0,0,0,TYD BUBBLE GUM ROLL 24PCS, RM7.04 
4/7/2023,468,0,0,0,WAKAKA GUMMY 60PCS, RM17.60 
5/7/2023,800,0,70,60,ALIBABA DIDI JELLY 500G, RM5.40 
5/7/2023,470.4,0,24,0,ALIBABA VIVI JELLY NATA 12PCS, RM3.75 
5/7/2023,120,13.2,10.5,22.2,FRITTOS KACANG CHAMPION 30PCS, RM5.88 
5/7/2023,225,0,30,215,FRITTOS MURUKU HALUS 500G, RM3.60 
5/7/2023,140,0,80,165,FRITTOS MURUKU IKAN SWEET&SPICY 500G, RM3.80 
5/7/2023,140,0,80,165,FRITTOS MURUKU KARI SATAY 500G, RM3.80 
5/7/2023,75.3,0,0,0,FRUIT TWISTER LOLLIPOP 24PCS, RM0.30 
5/7/2023,153,0,7.8,99,MAGIC LIPSTICK CANDY 30PCS, RM9.00 
6/7/2023,54,0.9,2.1,3.9,WALL' MOCHI CHEWY 45ML, RM1.60 
6/7/2023,273,13,39,39,WALL'S CORNETTO CHOCO 110ML (NEW), RM2.45 
6/7/2023,112,8,12,24,WALL'S CORNETTO DARK CHOCO BROWNIE 107ML, RM3.04 
6/7/2023,224,8,24,80,WALL'S CORNETTO VANILA 110ML (NEW), RM2.45 
6/7/2023,24.8,0,0,7.2,WALL'S SOLERO LIME&VANILA SPLIT 64ML, RM0.91 
6/7/2023,97.2,0,0,0,WALL'S TEALIVE BOBA 65ML, RM2.00 
6/7/2023,15,1,2,12,WALL'S TOPTEN CHOC 70ML, RM1.77 
